title,genre,duration_min,release_year,rating
Sit law heart,Thriller,36.12,1995,3.1
Role light,Drama,60.22,2007,2.9
Experience tell recently,Drama,86.15,1980,2.4
Report end reflect,Drama,75.51,2008,4.3
Place recognize step,Horror,132.76,1985,3.0
Then sometimes dream,Horror,168.09,2016,3.0
First action,Romance,59.78,2019,2.2
Wait culture parent,Thriller,161.44,2016,3.2
Notice blue loss,Sci-Fi,44.96,2012,4.7
Both catch scientist,Drama,55.71,2024,2.2
Itself majority side,Romance,163.45,2025,3.8
Likely southern,Sci-Fi,115.97,2000,2.2
Imagine environmental,Drama,113.51,2008,2.9
Radio million participant,Romance,73.21,2019,3.0
No,Sci-Fi,20.36,1982,3.6
Myself factor must,Comedy,85.67,1998,3.6
Crime shoulder maintain,Horror,134.58,2004,3.0
Teacher who,Sci-Fi,73.66,2006,3.2
Discussion national,Horror,50.02,1985,2.8
Billion happen,Comedy,125.75,2015,3.5
Join live marriage table,Documentary,40.16,2024,4.7
Shake culture,Drama,137.27,2025,2.7
Style turn idea,Romance,60.17,1998,4.4
Want example right start,Comedy,158.3,1980,4.2
Drop sport,Romance,145.09,1996,2.8
Goal exactly,Comedy,156.06,2008,2.1
Today issue,Action,160.91,2007,2.4
Charge American,Comedy,49.1,1980,2.6
Medical ever language,Comedy,110.25,2004,3.1
Reason the,Horror,43.76,2011,4.3
State professional,Documentary,80.07,1985,3.6
Strategy weight hard,Thriller,127.21,1999,2.8
Might anyone yet,Romance,83.95,2009,4.3
Financial,Comedy,90.15,2001,4.5
Girl social line,Thriller,173.06,2011,2.8
Such force oil,Drama,24.0,1996,4.2
Speak idea seem,Romance,167.85,2010,2.2
Provide power dark,Action,31.66,2008,4.6
To economic enough,Horror,89.56,1989,4.6
Mean sister claim,Comedy,62.37,1981,4.5
Hard something,Horror,108.0,2019,2.2
Soldier line,Action,110.9,2021,4.0
During,Drama,136.67,2013,4.8
Trial strategy,Horror,20.45,1981,2.4
Soldier keep,Horror,39.19,2016,4.1
Find try break,Drama,80.73,2012,4.5
Evidence site,Thriller,110.15,2015,4.6
Necessary he professional up,Documentary,40.14,1981,2.9
Item forward,Drama,174.65,2022,4.8
Accept than program,Comedy,94.68,2006,2.2
Policy others child,Drama,136.26,2002,4.3
Such join standard,Thriller,171.58,2000,2.8
Affect,Action,105.3,1996,4.0
Talk chair,Documentary,144.16,1986,3.0
Clear class identify,Sci-Fi,163.61,2001,4.7
Improve business old,Documentary,28.9,2010,4.7
Condition almost daughter,Documentary,30.45,2020,3.5
Offer lawyer hot,Documentary,116.92,1986,2.3
Suddenly should,Sci-Fi,120.33,1995,4.3
Condition contain,Comedy,37.27,1999,4.3
What including,Documentary,104.54,2001,4.3
Risk expert,Action,31.44,1995,3.5
Fact always,Thriller,115.73,1985,2.8
Manage,Documentary,79.21,2008,3.0
Worker rate some,Documentary,103.78,2009,4.2
Past organization family,Sci-Fi,23.67,2001,3.6
Listen plant,Comedy,81.37,2013,2.1
Have,Horror,110.79,2003,2.3
Arrive create guy often,Comedy,21.78,1989,3.7
Book least,Documentary,145.69,2022,4.1
Child trouble common,Romance,111.75,2011,4.7
Other stage,Action,23.52,1983,4.3
Response or property,Romance,172.78,1990,2.9
By admit than management,Action,82.7,1988,4.6
Arrive five cost face,Sci-Fi,173.66,2002,4.7
List opportunity Congress,Horror,29.19,2006,2.8
Later what still,Comedy,33.99,2014,3.9
Republican image,Documentary,121.01,2000,4.5
Activity fall grow,Sci-Fi,176.69,1982,2.2
Either although,Thriller,55.44,1993,4.6
Out stop,Action,174.67,2005,3.4
Soon leg,Documentary,93.37,1994,4.0
Town responsibility help,Romance,129.86,2021,3.0
Some weight film,Horror,125.27,1998,3.9
Still rich song,Documentary,113.36,2007,3.4
History tonight,Documentary,32.96,1982,4.4
About order,Drama,86.29,1994,4.0
Response final return,Horror,71.06,1982,3.9
Behind easy white,Action,148.24,2021,3.9
Develop music he,Thriller,53.12,1995,2.1
About green,Documentary,123.65,1988,3.5
Subject he,Horror,162.58,1988,3.9
Suddenly chance Mrs,Horror,58.87,2010,2.7
During animal hour,Romance,84.43,1994,2.9
Lawyer toward no,Comedy,36.34,2025,3.2
Level general task,Sci-Fi,37.22,1998,3.6
Future matter,Horror,86.01,2023,3.3
Southern little,Action,119.55,2007,4.8
Region society yes,Documentary,166.46,1985,4.5
West fish single,Comedy,98.14,1999,2.2
Truth reality attorney,Comedy,85.33,2021,4.6
Source machine speak,Action,40.14,2009,4.5
Find foot save,Action,80.18,1999,3.8
Scene nation case,Action,78.78,1990,4.4
Hour surface little,Sci-Fi,131.01,2015,3.2
Summer information rather,Romance,163.62,1996,4.3
Compare future,Thriller,71.01,1987,4.0
Measure charge among,Comedy,108.99,1980,4.0
Young travel,Thriller,67.04,2025,4.1
Sound fish,Documentary,93.2,1986,2.5
Maybe option,Documentary,23.65,1982,3.7
Serve,Comedy,149.57,1980,2.7
Western,Documentary,65.74,2018,3.4
Of line,Drama,156.9,1987,4.1
Account meet,Romance,47.93,1998,3.9
Shake form,Documentary,174.94,2006,4.7
Indicate walk,Romance,32.33,2009,2.9
Avoid door sister,Drama,38.99,1985,4.0
Big stage state,Drama,96.73,2020,4.7
Usually grow,Romance,29.32,1983,2.8
Become,Action,49.4,1994,4.6
Avoid strategy,Sci-Fi,108.27,1990,3.1
Training art raise,Drama,114.14,2025,2.3
Election seat,Comedy,108.15,2022,2.8
Discover,Action,116.72,1984,3.8
Which fund sell woman,Drama,36.47,2015,3.2
Continue something it,Comedy,166.15,1986,2.3
Real authority heart close,Horror,90.81,2014,3.6
Find,Horror,92.15,1988,4.8
Culture camera poor,Comedy,33.48,2021,3.0
Garden take or,Documentary,61.23,1999,3.0
Into reality,Thriller,84.7,2008,2.7
Dream give analysis,Thriller,151.79,2005,4.1
Lose difference race,Thriller,144.23,2016,3.9
Stock pull son,Romance,51.2,2000,3.5
Run field health,Action,175.29,2020,2.4
Begin,Drama,121.92,2019,4.3
Word now,Documentary,141.57,1983,2.9
Dinner game,Sci-Fi,167.44,1982,3.3
Investment operation community,Sci-Fi,144.6,2007,2.2
Image by,Sci-Fi,100.07,2004,4.2
Under force perform,Horror,123.11,1996,4.2
Affect during,Drama,132.73,2018,4.5
Order hand,Horror,98.06,1980,3.8
Floor style dream dinner,Thriller,101.36,1999,3.0
Maybe billion,Sci-Fi,31.31,2023,3.5
Herself whether,Horror,63.46,2014,3.3
Admit stand,Comedy,123.47,1990,4.1
Military agree guess,Horror,96.99,2002,3.8
On difficult owner,Documentary,175.54,1988,2.8
Color radio,Documentary,78.76,1999,4.3
Work parent serve without,Romance,83.26,2003,4.0
Indeed nation quite seven,Horror,35.61,1982,4.3
Everyone structure,Horror,151.71,1990,4.0
Congress case quality,Horror,44.37,1988,4.6
Town last rock,Documentary,31.31,2006,4.4
Product television,Documentary,150.96,2024,3.6
Lead source movement,Horror,158.42,1989,2.4
Difficult paper environment,Sci-Fi,42.53,2011,4.2
People must,Horror,146.46,1993,3.4
Eat,Documentary,68.94,2016,4.5
Oil myself,Thriller,25.05,1992,2.4
Management hour,Thriller,73.43,2025,2.8
Ask poor scientist,Thriller,105.47,2017,3.6
Man executive,Comedy,45.81,1999,2.6
Short blue major,Comedy,115.48,2010,3.9
Whose term,Horror,79.75,1997,4.1
Her open senior,Horror,166.79,2015,2.4
Operation appear,Horror,61.46,2018,4.2
White that special,Sci-Fi,64.43,2005,3.6
Administration down,Drama,122.09,2014,4.4
Watch person star,Thriller,175.56,2006,2.3
Mention score page,Romance,21.19,2003,4.0
Doctor fast end,Drama,76.82,2006,2.3
Movie chair,Comedy,169.97,2020,3.7
Democratic woman,Drama,146.71,1987,2.2
Specific if,Action,143.76,2021,3.6
Industry much within,Horror,30.23,1989,4.3
Town deal,Action,98.95,1996,4.6
Seat today once,Documentary,96.7,2021,2.6
Thing system,Documentary,69.79,2006,2.6
Service them,Sci-Fi,134.3,2018,3.8
Part address project,Horror,133.87,2025,3.4
Capital he matter,Horror,26.99,1988,4.5
Process near,Sci-Fi,100.38,2025,3.7
Whose,Comedy,87.83,2022,4.7
Whatever director environment,Romance,155.79,1997,2.3
Shoulder care,Documentary,144.06,1992,2.1
Shoulder wide yet,Comedy,137.68,1982,3.7
Even plant wonder,Thriller,96.44,1992,4.3
Cultural require,Thriller,160.72,2006,4.0
Accept certain,Documentary,34.5,1982,3.2
Industry buy window,Romance,135.34,1994,3.6
Future woman break,Sci-Fi,168.95,2011,3.1
Sing trial but,Comedy,97.26,1985,4.3
Politics everybody,Action,32.53,1999,3.3
Study down,Sci-Fi,169.31,1993,3.5
Need adult hit live,Horror,29.63,1991,2.2
Go likely,Action,57.05,1982,2.2
Thought ten,Romance,125.69,1992,4.1
For possible,Action,75.41,2011,2.8
View herself,Action,119.46,1990,3.6
Know art drive others,Drama,26.02,2014,2.4
Room moment military,Horror,116.44,2003,4.6
Unit hand instead,Romance,148.18,1987,2.6
Before,Action,140.95,2015,3.2
International federal ready,Sci-Fi,142.73,2008,4.6
Party hotel although,Thriller,25.51,1993,2.3
Even,Thriller,150.65,2006,4.4
Western sport myself,Comedy,33.56,2011,4.7
Avoid real,Romance,21.79,2013,2.5
Sister computer sea position,Drama,174.98,2015,3.3
Young officer,Action,118.25,2010,4.3
Store,Comedy,154.89,2001,2.5
That all could,Romance,56.98,2021,3.8
Lead your girl,Romance,141.89,2008,3.0
Positive why,Action,78.62,2016,3.1
More property exactly,Documentary,62.02,1995,3.8
Character show,Thriller,20.63,2010,3.4
Discover cold left,Documentary,52.02,2020,4.7
Thing behavior,Documentary,48.92,1982,2.2
Strategy attorney special,Sci-Fi,168.04,2015,4.7
Great option list,Drama,100.31,1986,2.8
Case and figure,Documentary,168.69,1991,2.0
Phone bit,Action,25.95,1991,3.9
Really pass,Thriller,70.8,1997,3.4
Size Congress,Action,20.21,2002,3.1
For chair most,Sci-Fi,122.4,1989,2.8
Animal skill,Comedy,152.3,1996,3.5
Fine ever,Drama,42.17,2016,3.7
Author determine loss,Drama,48.37,2008,2.9
Enter foot small factor,Horror,146.62,1990,3.8
Sister through,Thriller,124.27,2012,3.2
Record wait,Documentary,22.69,1993,4.4
Theory score today everyone,Comedy,129.18,2024,3.0
Loss role reflect,Sci-Fi,64.28,2010,4.2
Not rule hair,Sci-Fi,39.27,2020,3.8
Activity suggest move career,Action,86.84,1995,4.4
Range class green support,Romance,58.45,1998,2.2
Apply fear audience,Comedy,22.38,1988,2.8
Road scientist,Thriller,106.44,2009,3.6
Front,Horror,168.73,2002,2.5
Development,Action,20.75,2025,4.6
Set nice,Action,64.7,1988,4.6
Choice tax forward,Romance,104.98,1993,2.1
Bank else,Romance,111.17,2011,3.7
Since energy,Comedy,147.99,2010,3.2
Laugh have,Romance,75.39,1980,4.4
New,Romance,42.11,2014,4.2
Security camera,Romance,115.58,1993,2.9
Itself appear those,Comedy,132.32,2009,4.4
Meeting process,Drama,133.46,1984,4.8
Think field,Action,156.07,1999,4.3
Help,Comedy,176.38,1983,3.6
Wind could trade hope,Comedy,111.0,1988,3.4
Security save popular,Romance,102.51,2019,4.3
Size,Sci-Fi,87.99,2009,2.8
Notice executive majority,Documentary,62.64,1983,3.0
Total street suffer,Comedy,124.67,2004,4.0
Season speak,Sci-Fi,153.65,2006,3.8
Concern prevent cause,Romance,96.52,2022,2.2
Success collection simply,Action,143.23,1984,3.4
Around western,Action,109.78,2015,3.7
Result child,Horror,43.94,2021,3.9
Democratic country whole,Comedy,107.96,1981,2.6
Once force including,Drama,155.05,1983,3.4
Senior figure media,Horror,99.32,2014,3.5
Age point build,Action,24.93,1996,3.8
Road,Thriller,138.85,1981,3.4
Call new,Drama,123.96,2024,2.1
Soldier field,Romance,40.88,2025,2.6
Those nearly rise,Action,114.49,2000,4.2
Eye anything week,Documentary,34.8,2002,4.6
Exist by find possible,Thriller,90.28,2000,2.9
Join require,Sci-Fi,33.58,1995,4.1
Occur answer blue magazine,Sci-Fi,43.33,1991,4.3
Just field,Horror,24.66,2022,4.7
Its letter later,Action,178.01,2005,4.3
Pull including say,Drama,87.22,2003,3.3
Book little market,Thriller,164.83,1991,3.3
Paper partner,Thriller,117.23,2018,2.7
Tax,Horror,101.02,1980,3.3
Region collection report,Documentary,74.13,2003,3.1
Thought,Horror,49.15,1982,3.9
Artist brother,Documentary,32.94,2004,3.1
Whole total no,Documentary,170.77,2019,4.8
Money event finish,Sci-Fi,50.53,1984,2.1
Spring final catch attack,Sci-Fi,65.83,2000,2.0
Trade few,Horror,26.85,1990,4.7
Themselves able away,Documentary,34.76,1991,2.0
Item,Romance,140.92,2017,2.1
Necessary money,Thriller,25.34,1995,3.7
Work character cause,Documentary,170.93,1984,3.1
Fact color,Sci-Fi,175.14,1987,4.5
Man think,Thriller,115.16,2002,3.9
Task quite different,Drama,48.43,1985,3.0
Bit water,Drama,141.48,2010,2.3
Car shake worry,Action,119.72,1996,3.5
Since should pay article,Comedy,124.28,2010,3.7
They,Documentary,140.17,1997,3.6
Eat real,Documentary,90.19,2024,2.2
Modern political,Thriller,34.25,1996,4.2
Benefit peace,Sci-Fi,168.81,2010,4.0
Imagine,Drama,94.74,1981,4.4
Score,Action,166.31,1981,2.6
Leader oil,Drama,24.78,2016,4.6
How future material,Sci-Fi,95.24,2000,3.8
Central service him,Thriller,110.8,1988,3.7
Assume deal firm,Horror,119.37,2009,2.4
Decision might human,Action,138.24,2019,4.3
Single five,Romance,163.02,2012,4.7
Within enjoy,Thriller,179.0,1995,3.2
Law interview front,Documentary,88.15,2021,4.1
Enough later later,Action,53.91,2017,2.1
Whether government reality,Horror,73.17,2007,4.4
Cover,Sci-Fi,112.23,1983,4.2
Perform message certain arm,Romance,62.75,1982,2.7
Maintain still skin,Documentary,95.09,2017,3.1
Truth pay,Comedy,22.39,2004,4.3
National admit growth guy,Comedy,119.98,2024,3.5
Dream think stop,Horror,84.98,1985,4.5
Doctor story interest,Drama,45.57,2003,3.2
Mention toward because,Comedy,95.36,2023,3.2
Tonight past,Sci-Fi,97.89,1987,2.9
Yeah win,Thriller,160.52,2012,4.4
Number support pick,Thriller,171.66,1985,4.2
Less close,Drama,45.23,1992,3.9
Home response agent fact,Drama,87.81,2022,4.1
Art authority walk,Action,163.05,2001,4.6
Human name,Drama,143.93,2013,4.4
Would less job choice,Sci-Fi,87.43,2001,3.4
Positive then job,Romance,154.22,2016,4.7
Owner suffer,Sci-Fi,150.5,2001,2.6
Will performance,Sci-Fi,99.87,2024,2.2
Decade,Drama,103.03,2001,4.5
Keep prevent rest,Documentary,132.65,1981,4.2
Wait,Documentary,37.24,1984,4.0
Cup interesting at,Drama,65.56,1995,4.8
Something radio time,Documentary,36.82,1995,2.9
Start whose between,Action,169.16,1996,2.2
Deep whole exactly,Drama,60.04,1988,3.4
Stock population,Horror,60.95,2003,2.8
Describe day may,Comedy,98.89,1987,4.3
Place certain food,Thriller,93.89,2006,4.0
Audience move,Drama,25.62,1990,3.8
Only but,Romance,110.4,1996,2.3
Could him,Thriller,147.85,1985,3.0
Hospital out,Romance,153.08,1992,4.6
Ball ball order,Thriller,51.02,2008,3.1
Agent small woman,Horror,34.37,1990,2.1
How cause party,Comedy,168.32,1985,3.6
However any marriage,Thriller,161.01,1986,2.9
Difference parent,Sci-Fi,171.38,2021,2.3
Provide medical,Romance,75.03,1984,3.2
Goal point accept relationship,Action,124.1,2018,2.2
Box how,Romance,42.18,1993,2.6
Today name adult,Action,102.84,2001,4.7
South medical cost,Thriller,163.04,1994,4.8
Inside full,Drama,33.08,2025,2.4
Interview marriage,Documentary,56.29,2009,2.3
We whom,Romance,118.42,2007,3.3
These writer reflect,Documentary,60.31,2025,2.8
Whose raise,Comedy,142.92,1990,2.6
Five will,Drama,138.59,2011,3.1
Front property bad instead,Romance,68.37,1987,2.3
Voice model debate,Action,94.54,2015,3.6
Though smile,Sci-Fi,59.98,2010,3.2
Use president,Thriller,107.19,1981,4.7
Less,Romance,74.92,1985,4.6
Edge student make,Horror,113.61,2005,4.0
Road chance,Action,138.41,1986,3.5
White,Action,149.21,1986,2.7
Company of,Drama,124.91,2008,3.8
Wide,Comedy,162.48,1984,3.6
Arm record,Comedy,134.19,2000,4.3
City yes brother seem,Documentary,62.82,1998,2.8
Before address,Comedy,22.57,1993,2.3
Good right war,Horror,140.83,2012,2.3
Soldier her,Thriller,66.67,1980,4.3
Dinner hard,Romance,135.49,1983,2.2
Note present drug,Horror,153.45,2012,3.6
Fine success walk,Horror,25.67,2008,3.3
Tell open,Comedy,52.97,2024,2.8
Measure enjoy seven,Horror,112.29,1995,3.8
Long firm,Documentary,93.48,2006,4.3
Out perhaps,Drama,108.68,1989,2.2
Product,Horror,131.82,1991,4.2
Move again,Action,164.11,2000,4.1
Fear remember,Comedy,46.76,2024,3.8
Of,Action,124.32,1982,4.1
Next hear,Documentary,136.0,2017,2.9
Work suggest pull wonder,Documentary,22.04,1981,3.3
Participant institution,Action,120.61,2010,4.6
Already plant,Sci-Fi,144.45,1984,2.0
Late hear,Action,103.08,1995,3.7
Hope mean,Horror,135.24,2008,4.0
Enjoy lot,Action,95.04,2022,4.2
Base improve both guy,Documentary,127.04,2006,3.6
Little idea local,Sci-Fi,25.08,2024,3.8
Easy,Documentary,137.82,2019,3.1
Fire amount line,Romance,109.42,2009,2.5
Make travel,Comedy,66.32,1999,4.6
Describe,Thriller,153.04,1981,2.5
What character,Sci-Fi,123.16,2005,3.5
Whether ready lot,Horror,45.78,2009,2.6
Join couple,Sci-Fi,40.84,1987,2.2
Office become cold,Documentary,36.71,2001,3.1
Much law,Sci-Fi,112.89,2016,3.8
Consumer thing,Action,98.68,1988,2.5
Natural article apply,Thriller,160.58,2021,2.8
Sometimes him onto,Comedy,65.01,2015,2.1
Movie side Congress,Drama,158.46,2019,3.5
Career,Drama,43.58,2024,4.2
Light rest sport tend,Documentary,24.04,2008,3.9
Health teacher senior,Romance,148.29,2007,4.3
Become method,Thriller,165.55,2023,4.3
Official son cover,Action,85.08,1989,3.9
Deep sell,Sci-Fi,104.53,1997,3.5
Street perhaps and,Drama,38.12,2012,3.6
Listen affect,Thriller,63.15,2018,3.2
Song involve,Sci-Fi,53.6,2001,4.2
Ability car that,Romance,76.28,2009,3.5
Few model,Horror,102.01,1992,2.2
Week,Documentary,119.03,2011,4.1
Relate gun,Thriller,76.21,2014,3.6
Over build television watch,Action,25.24,1986,2.5
Management,Drama,30.62,1989,2.1
American high word,Horror,57.23,2009,2.7
Capital toward I company,Action,148.12,1986,3.2
Class,Drama,173.19,1999,2.4
Fact article live,Thriller,44.39,2018,2.7
Prepare table,Comedy,77.97,1992,2.8
A maybe development,Drama,134.84,1989,3.8
Amount along,Thriller,45.4,1997,4.7
Stay term word,Documentary,148.53,1997,3.4
Team reflect raise,Sci-Fi,58.49,1985,2.9
Here guy,Action,137.2,2002,3.2
Way never economy,Sci-Fi,24.65,2012,3.2
Various talk pattern well,Action,121.03,1987,3.4
Recently note,Sci-Fi,175.29,1988,2.6
Participant fast believe,Drama,51.02,2023,3.1
Travel good view,Thriller,105.05,2008,3.5
Ready school blue,Romance,86.86,1987,2.4
Officer affect five,Drama,116.73,1997,2.2
Near final wall,Horror,110.94,1990,2.7
Month,Thriller,131.04,2008,4.7
Top live Democrat,Sci-Fi,36.74,1992,3.6
Cultural myself,Thriller,119.28,2010,4.7
Front yet indicate to,Sci-Fi,81.76,2015,2.2
Article number,Drama,110.26,2006,2.1
Produce writer company,Comedy,149.65,2000,4.8
Two,Documentary,68.97,2010,3.0
Usually kid more animal,Documentary,90.61,2023,3.6
Ball open charge,Romance,137.63,2020,2.3
Always movie style,Action,112.31,1989,2.0
Measure technology fish,Sci-Fi,76.13,2004,3.1
Son lead,Comedy,57.96,2003,4.6
A physical measure,Action,46.37,1981,2.7
Fact often administration,Drama,170.96,1986,3.2
Whether,Action,83.14,2021,2.4
Thing according,Drama,23.75,1983,3.8
Room region,Documentary,70.29,2009,2.0
Sell white,Comedy,137.12,2009,2.1
Sound race,Action,140.82,1984,4.2
Also,Thriller,105.95,2002,2.0
House mention what,Sci-Fi,133.31,2025,4.2
Owner miss,Action,62.08,1998,2.3
Agency style place great,Drama,30.93,1999,2.5
Actually check,Drama,174.94,1981,2.8
Contain story political,Drama,26.61,2025,2.4
Pull another kind,Sci-Fi,154.15,1995,3.3
New pretty respond,Horror,67.19,1986,3.5
Fear similar cover,Action,109.83,1999,4.2
Speech song top,Sci-Fi,65.92,2013,3.5
National cause paper,Action,86.7,2016,2.2
Environment former,Comedy,144.6,2024,2.8
Prevent strategy sense,Horror,172.08,2022,3.7
Thus that,Thriller,130.81,1992,4.0
War listen join,Romance,131.15,1986,4.3
Pay medical if,Romance,60.6,2003,3.5
Board support season,Thriller,142.53,2012,2.1
One future,Horror,134.99,1991,4.1
Some much,Drama,124.52,1996,3.3
Price difference still,Action,51.65,1980,4.4
For expect together,Comedy,112.63,2000,4.0
Ability set find,Documentary,63.14,2010,2.5
Send north discuss,Romance,54.27,1988,2.1
Ask himself,Comedy,163.22,2021,2.1
Also window,Horror,50.36,1997,4.3
Drive customer although,Comedy,142.62,2012,3.7
Three story party,Horror,78.56,1991,2.7
Present box,Horror,44.4,1989,4.7
Compare community rest property,Comedy,30.07,2022,3.5
Specific,Thriller,32.96,1985,2.0
Week speak week,Thriller,60.91,1983,2.9
Story man serious office,Documentary,71.12,1996,3.3
Rock know nothing,Horror,127.16,2017,3.0
Traditional miss defense,Sci-Fi,68.05,2012,4.7
Until happy military,Romance,65.18,2004,3.5
Away order less away,Action,77.22,1995,3.7
Class argue under,Comedy,152.36,2000,3.0
Nearly everything real,Sci-Fi,32.44,2001,3.1
Past find common,Documentary,117.76,2007,4.4
Born wife,Romance,140.31,2021,3.1
Force card mention,Documentary,65.89,2008,3.0
Little north,Action,61.12,1983,3.5
Crime responsibility board them,Action,53.4,1980,3.7
Probably be food,Comedy,175.61,1999,2.2
Measure chair must,Thriller,165.86,1995,2.8
Fly treatment issue,Horror,123.52,1990,4.1
About page paper,Thriller,160.62,1996,2.8
Order body family,Horror,96.06,2015,4.2
Improve across have,Comedy,21.32,1987,3.6
Movie draw,Thriller,121.0,2014,3.9
These cup,Documentary,139.74,1994,3.1
Catch administration,Drama,160.23,2023,4.0
American artist answer himself,Comedy,76.41,2014,3.4
Door summer strategy,Horror,67.64,1999,4.7
Drop sometimes record,Comedy,71.64,2001,3.0
Market per yard,Drama,58.7,1991,2.7
Fall owner,Thriller,101.78,2011,2.9
Week response,Drama,178.24,1982,2.4
Economy glass,Documentary,42.08,2014,2.1
Past according customer,Drama,149.04,1989,2.3
Notice that discuss,Documentary,58.71,2019,2.4
Occur want president course,Romance,161.09,2015,2.9
Final large manager,Sci-Fi,84.8,2014,4.8
Maintain safe,Sci-Fi,50.04,1987,2.9
Rock personal it,Thriller,119.83,1986,2.0
Among behavior,Horror,101.67,1993,4.4
Fill prepare indicate,Comedy,119.99,1987,3.3
Foot serious,Sci-Fi,149.26,2007,2.0
Small impact,Sci-Fi,50.26,1990,2.6
Teacher book successful,Sci-Fi,48.55,2002,4.0
Pattern chance,Romance,103.94,1987,3.4
Gun then,Drama,100.52,2021,2.7
Company while another week,Thriller,77.88,1992,4.0
Record man successful pick,Sci-Fi,150.99,2007,3.0
Say impact force,Horror,29.31,2022,3.5
Art whether,Documentary,61.31,2025,3.6
Relationship happen hand,Comedy,130.58,1985,2.5
Side wonder lawyer,Thriller,152.86,2004,2.8
Amount finally,Thriller,28.64,1998,2.7
Drug keep fact,Horror,179.46,2000,2.6
Husband drop,Comedy,93.7,1990,2.3
Throughout particular,Thriller,121.56,1994,2.3
Painting start according,Thriller,83.97,2022,3.2
See here image,Romance,91.59,2014,3.0
Resource student,Horror,100.74,2018,2.5
Different off read game,Comedy,174.31,2015,2.7
Knowledge month bank,Action,164.82,2013,3.5
Local especially hand,Horror,67.22,1981,3.4
Seat close house appear,Action,100.06,1991,3.6
Next unit process,Documentary,174.06,2014,3.3
Apply authority protect,Romance,30.99,2011,2.3
Television head amount,Comedy,143.88,2010,3.7
Opportunity such,Sci-Fi,120.16,1991,2.5
Wish study,Action,45.76,2023,4.7
Rather black health,Romance,95.18,2024,2.5
At buy sure,Documentary,98.6,1987,3.9
Set clear,Thriller,46.72,2019,4.7
Age push center,Comedy,132.07,2006,4.1
Enter senior good,Thriller,87.26,2014,3.3
Research indicate which,Sci-Fi,83.62,1981,3.8
Red strategy common soldier,Action,121.5,2009,4.3
Movie tonight,Documentary,127.9,1989,3.7
Building bag life,Comedy,24.2,1983,4.6
Fly purpose,Drama,129.57,1987,3.5
Political,Horror,105.94,2001,4.5
Best form federal prevent,Documentary,39.21,1987,4.0
Leave skill which,Horror,55.22,2002,3.7
Edge Mr,Action,71.22,1984,3.7
Agree physical,Thriller,43.56,2019,3.0
Strong price build drug,Romance,22.3,2020,3.7
Share fall,Documentary,102.94,2006,2.5
Assume call,Thriller,40.63,1998,2.0
Father child,Horror,38.48,2009,2.5
Once society clearly,Sci-Fi,158.53,1985,2.4
Determine music why,Documentary,139.44,2025,2.1
City probably capital land,Romance,42.74,2008,4.5
Firm floor,Horror,146.72,2004,4.7
Though market,Documentary,46.77,2023,3.6
Huge city decade,Comedy,89.72,1987,4.6
Sit begin,Drama,22.37,1998,4.0
Knowledge arrive factor window,Documentary,152.26,2001,2.7
Trial since certain,Drama,104.25,2010,4.1
Right with,Documentary,154.48,1998,4.4
Kind hundred standard,Horror,120.84,1997,2.1
Man increase cup,Thriller,158.57,2025,3.8
Southern my,Action,43.16,2007,2.7
Recently but,Documentary,122.27,2003,3.7
Everyone picture unit,Thriller,157.91,1997,3.4
Even win too,Comedy,137.41,2007,3.7
Church break usually,Comedy,63.67,2025,4.1
Throw create,Action,68.19,2014,4.5
Blood four film,Drama,102.6,2015,2.4
Board hit,Romance,160.95,2011,3.0
Meet community,Horror,136.72,1994,4.6
Coach compare policy,Thriller,60.93,2010,4.1
Do class,Comedy,87.23,2001,3.3
Black,Thriller,121.85,2023,3.4
Her,Thriller,77.32,1988,2.4
Offer white,Action,24.86,2008,2.4
Operation your peace,Horror,160.34,2019,4.7
Attorney lot,Comedy,88.58,2016,2.3
Perform individual,Thriller,161.82,1997,3.5
Chance fear,Documentary,61.66,1994,2.0
Address soon discussion,Thriller,99.52,2022,2.3
Support cup behind,Action,106.49,2022,3.9
Father enjoy nation mean,Drama,177.41,2000,4.7
Half music certain,Documentary,134.85,2025,3.2
Help military occur,Comedy,155.64,2002,3.3
Few charge perhaps,Drama,31.88,2018,2.2
Go hand,Horror,99.74,1987,4.3
City capital,Thriller,65.04,2010,3.2
Short maintain expert,Thriller,87.51,2020,2.3
Field give national,Romance,139.73,2011,2.7
Though rest voice,Drama,123.54,1986,3.3
Draw there,Action,27.45,2015,3.7
Think,Documentary,118.22,2001,2.8
Thus property,Romance,161.55,1991,2.5
Moment have employee,Action,45.33,2018,3.5
Audience often,Documentary,96.12,2003,2.1
Whom increase,Documentary,30.96,2002,2.1
Respond partner police,Drama,87.15,2005,4.5
Customer heavy them,Romance,82.02,2020,4.7
Make perhaps,Horror,155.85,1991,4.7
Outside bag,Comedy,21.93,2013,2.3
Still amount follow,Romance,126.24,2021,3.9
Once finish,Thriller,90.51,2006,4.5
Answer include,Action,152.92,2003,4.4
Choose on,Thriller,131.96,1993,2.4
Fast leg never,Documentary,55.22,2025,2.4
Ask realize,Sci-Fi,61.58,2009,4.5
Just word its,Documentary,156.01,1983,2.4
In stop,Action,126.99,2011,3.3
Memory inside fine,Thriller,40.34,1993,2.8
White black,Documentary,152.36,2001,3.5
College international,Documentary,173.9,2018,4.5
Agreement draw,Drama,136.52,2013,3.6
Now theory service,Thriller,27.21,2025,4.6
Especially federal million,Action,118.39,1992,3.1
